,ID,genero,casado,idade,graduacao,profissao,experiencia_de_trabalho,pontuacao_gasto,tamanho_familia,var_1,seguimentacao
350,460134,MASCULINO,SIM,40,SIM,ENTRETENIMENTO,9.0,ALTO,3.0,Cat_6,C
351,460135,FEMININO,NAO,25,SIM,ASSISTENCIA_MEDICA,4.0,BAIXO,3.0,Cat_6,A
352,460140,FEMININO,SIM,41,SIM,ARTISTA,7.0,BAIXO,2.0,Cat_6,A
353,460141,MASCULINO,NAO,37,SIM,ARTISTA,11.0,BAIXO,1.0,Cat_6,A
355,460146,FEMININO,SIM,51,SIM,ENGENHEIRO,0.0,MEDIO,3.0,Cat_3,A
356,460147,MASCULINO,SIM,73,SIM,ENTRETENIMENTO,1.0,MEDIO,3.0,Cat_6,D
358,460160,MASCULINO,NAO,39,SIM,ENTRETENIMENTO,5.0,BAIXO,1.0,Cat_3,A
359,460162,FEMININO,NAO,19,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_2,D
360,460166,FEMININO,NAO,19,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,7.0,Cat_2,A
361,460167,FEMININO,NAO,23,NAO,ENTRETENIMENTO,1.0,BAIXO,5.0,Cat_2,D
362,460168,MASCULINO,SIM,83,SIM,EXECUTIVO,0.0,ALTO,2.0,Cat_2,A
363,460171,FEMININO,SIM,62,SIM,ARTISTA,1.0,ALTO,2.0,Cat_6,C
364,460174,FEMININO,NAO,43,SIM,ARTISTA,9.0,BAIXO,4.0,Cat_6,C
365,460175,FEMININO,NAO,27,NAO,ARTISTA,0.0,BAIXO,5.0,Cat_2,A
366,460177,MASCULINO,NAO,50,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_6,B
367,460179,FEMININO,NAO,23,NAO,ENTRETENIMENTO,0.0,BAIXO,6.0,Cat_2,D
368,460183,MASCULINO,NAO,35,NAO,ENTRETENIMENTO,9.0,BAIXO,2.0,Cat_6,D
369,460185,MASCULINO,NAO,32,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,3.0,Cat_6,D
370,460187,FEMININO,NAO,42,SIM,DOUTOR,2.0,BAIXO,3.0,Cat_6,C
371,460189,MASCULINO,NAO,33,NAO,ENTRETENIMENTO,13.0,BAIXO,1.0,Cat_6,A
372,460190,FEMININO,NAO,28,SIM,ENTRETENIMENTO,9.0,BAIXO,3.0,Cat_6,D
374,460196,FEMININO,NAO,35,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,2.0,Cat_6,D
375,460206,FEMININO,SIM,39,SIM,ENTRETENIMENTO,0.0,BAIXO,2.0,Cat_6,A
377,460212,MASCULINO,SIM,35,SIM,ENTRETENIMENTO,11.0,BAIXO,6.0,Cat_6,A
378,460214,FEMININO,SIM,45,SIM,ENGENHEIRO,0.0,MEDIO,2.0,Cat_6,C
380,460223,MASCULINO,NAO,52,NAO,ENTRETENIMENTO,1.0,BAIXO,1.0,Cat_6,A
381,460227,MASCULINO,NAO,28,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_6,A
382,460242,MASCULINO,SIM,38,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,3.0,Cat_6,A
383,460243,FEMININO,NAO,42,SIM,ENTRETENIMENTO,8.0,BAIXO,1.0,Cat_6,C
385,460248,FEMININO,NAO,27,SIM,ASSISTENCIA_MEDICA,7.0,BAIXO,2.0,Cat_6,B
386,460252,MASCULINO,SIM,41,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,B
387,460263,MASCULINO,SIM,41,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
388,460265,MASCULINO,SIM,47,SIM,EXECUTIVO,0.0,ALTO,4.0,Cat_6,D
389,460270,MASCULINO,NAO,35,SIM,DOUTOR,8.0,BAIXO,1.0,Cat_6,A
390,460272,FEMININO,NAO,88,SIM,ADVOGADO,0.0,BAIXO,1.0,Cat_6,B
391,460275,FEMININO,NAO,46,SIM,ARTISTA,6.0,BAIXO,1.0,Cat_6,B
392,460276,FEMININO,SIM,41,SIM,ARTISTA,3.0,BAIXO,2.0,Cat_6,A
393,460281,FEMININO,NAO,30,SIM,DOUTOR,10.0,BAIXO,5.0,Cat_6,B
394,460283,MASCULINO,SIM,43,SIM,DOUTOR,12.0,BAIXO,2.0,Cat_6,A
395,460284,FEMININO,NAO,29,SIM,ENTRETENIMENTO,9.0,BAIXO,2.0,Cat_6,A
396,460287,MASCULINO,SIM,48,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,B
397,460289,FEMININO,SIM,61,SIM,ARTISTA,4.0,MEDIO,6.0,Cat_4,B
398,460298,FEMININO,NAO,51,SIM,ADVOGADO,2.0,BAIXO,1.0,Cat_6,B
401,460306,FEMININO,NAO,43,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,1.0,Cat_6,D
402,460310,MASCULINO,NAO,27,NAO,ASSISTENCIA_MEDICA,14.0,BAIXO,4.0,Cat_6,A
403,460315,FEMININO,NAO,35,NAO,DOUTOR,14.0,BAIXO,6.0,Cat_7,A
404,460319,FEMININO,SIM,39,NAO,DOUTOR,4.0,MEDIO,2.0,Cat_7,B
406,460323,FEMININO,NAO,38,SIM,ENGENHEIRO,10.0,BAIXO,1.0,Cat_6,B
407,460324,FEMININO,NAO,30,SIM,ENTRETENIMENTO,12.0,BAIXO,2.0,Cat_6,D
408,460327,FEMININO,NAO,43,SIM,ARTISTA,10.0,BAIXO,1.0,Cat_6,D
409,460333,FEMININO,NAO,42,NAO,ENTRETENIMENTO,10.0,BAIXO,4.0,Cat_6,D
410,460336,FEMININO,NAO,46,SIM,ARTISTA,2.0,BAIXO,1.0,Cat_7,B
411,460340,FEMININO,NAO,47,SIM,ARTISTA,11.0,BAIXO,2.0,Cat_6,B
412,460341,FEMININO,NAO,32,NAO,ENTRETENIMENTO,13.0,BAIXO,5.0,Cat_7,B
413,460344,FEMININO,SIM,53,SIM,ARTISTA,11.0,MEDIO,2.0,Cat_6,D
415,460348,FEMININO,NAO,39,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_6,A
417,460354,FEMININO,NAO,37,SIM,ARTISTA,3.0,BAIXO,1.0,Cat_3,B
418,460356,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,D
419,460358,MASCULINO,NAO,30,NAO,MARKETING,1.0,BAIXO,1.0,Cat_3,D
420,460361,FEMININO,SIM,49,SIM,ARTISTA,0.0,BAIXO,1.0,Cat_4,A
421,460362,MASCULINO,SIM,55,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,3.0,Cat_4,B
422,460365,FEMININO,SIM,59,SIM,DOUTOR,1.0,BAIXO,2.0,Cat_4,C
424,460370,FEMININO,SIM,27,SIM,EXECUTIVO,9.0,ALTO,2.0,Cat_6,B
425,460371,FEMININO,NAO,25,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,B
426,460378,FEMININO,NAO,37,SIM,DOUTOR,1.0,BAIXO,1.0,Cat_6,B
427,460379,MASCULINO,NAO,38,SIM,ARTISTA,9.0,BAIXO,3.0,Cat_6,A
428,460380,MASCULINO,NAO,29,SIM,ENTRETENIMENTO,9.0,BAIXO,3.0,Cat_6,D
429,460381,MASCULINO,NAO,28,SIM,ARTISTA,11.0,BAIXO,2.0,Cat_6,A
430,460384,FEMININO,SIM,27,SIM,MARKETING,8.0,BAIXO,2.0,Cat_6,D
431,460387,FEMININO,NAO,42,NAO,ENTRETENIMENTO,3.0,BAIXO,2.0,Cat_6,D
432,460388,FEMININO,NAO,43,SIM,ARTISTA,14.0,BAIXO,2.0,Cat_6,B
433,460389,FEMININO,SIM,40,SIM,ASSISTENCIA_MEDICA,8.0,MEDIO,2.0,Cat_6,A
434,460390,MASCULINO,NAO,41,SIM,ARTISTA,9.0,BAIXO,3.0,Cat_6,B
435,460392,MASCULINO,SIM,46,NAO,ENTRETENIMENTO,8.0,BAIXO,1.0,Cat_1,B
436,460394,FEMININO,NAO,32,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,3.0,Cat_6,D
437,460397,FEMININO,NAO,56,SIM,ENTRETENIMENTO,1.0,BAIXO,1.0,Cat_6,C
438,460399,MASCULINO,NAO,28,SIM,MARKETING,12.0,BAIXO,1.0,Cat_6,A
439,460401,FEMININO,NAO,25,SIM,ARTISTA,0.0,BAIXO,3.0,Cat_7,A
440,460404,MASCULINO,SIM,42,SIM,ARTISTA,6.0,BAIXO,7.0,Cat_6,C
441,460405,FEMININO,NAO,41,SIM,ENTRETENIMENTO,5.0,BAIXO,2.0,Cat_6,C
442,460406,MASCULINO,SIM,36,SIM,ASSISTENCIA_MEDICA,3.0,BAIXO,2.0,Cat_6,C
443,460408,FEMININO,NAO,42,SIM,ARTISTA,2.0,BAIXO,1.0,Cat_6,A
444,460409,FEMININO,NAO,42,SIM,ARTISTA,8.0,BAIXO,4.0,Cat_6,C
445,460415,FEMININO,NAO,55,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,B
447,460431,FEMININO,NAO,47,SIM,ENGENHEIRO,1.0,BAIXO,1.0,Cat_6,A
449,460437,FEMININO,NAO,26,SIM,ARTISTA,8.0,BAIXO,1.0,Cat_6,D
450,460440,FEMININO,NAO,28,NAO,ARTISTA,5.0,BAIXO,2.0,Cat_6,B
451,460443,FEMININO,NAO,37,SIM,DOUTOR,0.0,BAIXO,1.0,Cat_6,D
453,460449,MASCULINO,NAO,25,NAO,MARKETING,2.0,BAIXO,1.0,Cat_3,D
454,460450,MASCULINO,SIM,50,SIM,EXECUTIVO,1.0,ALTO,4.0,Cat_4,C
455,460453,FEMININO,NAO,42,SIM,DOUTOR,5.0,BAIXO,1.0,Cat_6,B
458,460459,FEMININO,NAO,30,NAO,ENGENHEIRO,1.0,BAIXO,5.0,Cat_3,D
459,460460,MASCULINO,SIM,26,NAO,ENTRETENIMENTO,2.0,BAIXO,4.0,Cat_3,A
463,460477,MASCULINO,NAO,30,NAO,ENTRETENIMENTO,1.0,BAIXO,6.0,Cat_3,A
464,460484,FEMININO,NAO,20,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,7.0,Cat_3,D
465,460485,FEMININO,NAO,19,NAO,MARKETING,8.0,BAIXO,5.0,Cat_3,D
466,460489,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,6.0,Cat_3,D
468,460495,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,6.0,Cat_3,D
470,460505,FEMININO,NAO,26,SIM,ENGENHEIRO,1.0,BAIXO,3.0,Cat_3,D
471,460507,MASCULINO,NAO,31,NAO,DOUTOR,0.0,BAIXO,4.0,Cat_3,A
472,460508,MASCULINO,SIM,31,SIM,ASSISTENCIA_MEDICA,2.0,ALTO,3.0,Cat_3,A
473,460518,FEMININO,SIM,41,SIM,ENGENHEIRO,9.0,MEDIO,3.0,Cat_3,A
475,460541,FEMININO,SIM,42,SIM,DONA_DE_CASA,0.0,MEDIO,3.0,Cat_3,D
477,460545,MASCULINO,SIM,78,NAO,ADVOGADO,1.0,ALTO,3.0,Cat_3,B
478,460546,FEMININO,SIM,65,SIM,ADVOGADO,1.0,BAIXO,2.0,Cat_3,D
480,460549,MASCULINO,NAO,36,SIM,ARTISTA,8.0,BAIXO,2.0,Cat_3,C
481,460550,FEMININO,SIM,55,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_3,C
482,460551,MASCULINO,SIM,52,SIM,ENGENHEIRO,0.0,MEDIO,2.0,Cat_3,B
483,460555,MASCULINO,SIM,52,SIM,DONA_DE_CASA,7.0,MEDIO,3.0,Cat_3,D
486,460561,FEMININO,NAO,37,NAO,ENGENHEIRO,7.0,BAIXO,1.0,Cat_3,C
487,460563,FEMININO,NAO,40,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,2.0,Cat_1,A
489,460571,MASCULINO,NAO,25,NAO,DOUTOR,0.0,BAIXO,3.0,Cat_3,B
490,460572,FEMININO,NAO,33,SIM,ENGENHEIRO,1.0,BAIXO,4.0,Cat_3,A
491,460574,MASCULINO,NAO,26,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_3,C
492,460582,FEMININO,NAO,28,NAO,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_3,D
493,460583,MASCULINO,NAO,18,NAO,MARKETING,0.0,BAIXO,6.0,Cat_3,B
494,460585,MASCULINO,NAO,52,NAO,ENTRETENIMENTO,0.0,BAIXO,3.0,Cat_3,A
495,460586,MASCULINO,NAO,26,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,2.0,Cat_3,D
496,460588,MASCULINO,NAO,18,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_3,D
497,460597,FEMININO,NAO,20,NAO,MARKETING,1.0,BAIXO,2.0,Cat_3,D
498,460598,FEMININO,SIM,36,SIM,DOUTOR,0.0,MEDIO,3.0,Cat_3,B
499,460605,MASCULINO,SIM,27,SIM,DOUTOR,8.0,MEDIO,2.0,Cat_4,A
501,460612,MASCULINO,NAO,27,SIM,ENTRETENIMENTO,8.0,BAIXO,4.0,Cat_3,D
505,460621,MASCULINO,SIM,80,SIM,ADVOGADO,1.0,BAIXO,2.0,Cat_3,D
506,460622,FEMININO,SIM,71,SIM,ADVOGADO,7.0,ALTO,3.0,Cat_3,C
507,460626,MASCULINO,SIM,47,NAO,DOUTOR,8.0,ALTO,4.0,Cat_6,D
512,460638,FEMININO,NAO,26,SIM,ARTISTA,0.0,BAIXO,4.0,Cat_3,D
515,460645,FEMININO,NAO,37,NAO,DOUTOR,1.0,BAIXO,2.0,Cat_3,B
517,460653,FEMININO,NAO,28,NAO,DONA_DE_CASA,8.0,BAIXO,1.0,Cat_4,B
518,460656,FEMININO,SIM,29,SIM,ARTISTA,9.0,BAIXO,3.0,Cat_6,A
519,460658,FEMININO,SIM,37,SIM,MARKETING,7.0,MEDIO,3.0,Cat_6,D
522,460661,FEMININO,NAO,33,NAO,DONA_DE_CASA,8.0,BAIXO,1.0,Cat_6,D
524,460678,FEMININO,NAO,32,NAO,DOUTOR,6.0,BAIXO,2.0,Cat_3,A
526,460687,FEMININO,SIM,48,SIM,DONA_DE_CASA,9.0,MEDIO,2.0,Cat_3,C
527,460691,FEMININO,NAO,27,NAO,DONA_DE_CASA,8.0,BAIXO,1.0,Cat_3,B
528,460702,FEMININO,NAO,49,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_6,A
529,460703,FEMININO,SIM,33,SIM,ENGENHEIRO,8.0,MEDIO,5.0,Cat_4,A
530,460706,FEMININO,NAO,33,NAO,ENGENHEIRO,7.0,BAIXO,6.0,Cat_4,C
531,460708,MASCULINO,SIM,39,SIM,ARTISTA,0.0,BAIXO,3.0,Cat_6,A
532,460716,MASCULINO,SIM,50,SIM,ENTRETENIMENTO,0.0,MEDIO,4.0,Cat_6,B
534,460720,FEMININO,SIM,46,SIM,ARTISTA,0.0,MEDIO,2.0,Cat_6,B
535,460722,MASCULINO,SIM,31,NAO,ENTRETENIMENTO,0.0,MEDIO,3.0,Cat_3,A
536,460726,MASCULINO,SIM,57,SIM,ARTISTA,3.0,MEDIO,2.0,Cat_6,B
537,460727,MASCULINO,SIM,73,NAO,EXECUTIVO,1.0,ALTO,4.0,Cat_3,B
538,460729,MASCULINO,SIM,36,SIM,ENTRETENIMENTO,9.0,BAIXO,4.0,Cat_6,A
539,460733,MASCULINO,NAO,53,SIM,MARKETING,2.0,BAIXO,4.0,Cat_6,C
542,460740,MASCULINO,SIM,35,SIM,ARTISTA,2.0,MEDIO,3.0,Cat_6,C
543,460743,MASCULINO,SIM,62,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_6,C
544,460746,MASCULINO,NAO,23,NAO,MARKETING,0.0,BAIXO,3.0,Cat_6,A
545,460763,MASCULINO,NAO,51,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,C
546,460769,FEMININO,SIM,83,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
547,460780,FEMININO,NAO,26,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,2.0,Cat_3,B
548,460783,MASCULINO,SIM,86,SIM,ADVOGADO,1.0,BAIXO,1.0,Cat_6,C
549,460785,MASCULINO,NAO,26,SIM,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_7,D
550,460789,MASCULINO,SIM,42,SIM,EXECUTIVO,0.0,BAIXO,3.0,Cat_6,D
551,460794,FEMININO,SIM,41,SIM,DONA_DE_CASA,9.0,BAIXO,1.0,Cat_6,A
552,460796,MASCULINO,SIM,67,NAO,ADVOGADO,0.0,BAIXO,3.0,Cat_6,B
553,460802,MASCULINO,SIM,68,SIM,ADVOGADO,1.0,ALTO,2.0,Cat_6,A
554,460811,FEMININO,SIM,45,NAO,ENGENHEIRO,0.0,ALTO,2.0,Cat_6,A
555,460813,FEMININO,SIM,86,NAO,ADVOGADO,0.0,ALTO,2.0,Cat_6,A
556,460815,MASCULINO,SIM,62,SIM,ARTISTA,0.0,ALTO,2.0,Cat_3,A
557,460822,MASCULINO,SIM,42,SIM,ARTISTA,1.0,BAIXO,2.0,Cat_6,A
558,460825,MASCULINO,NAO,26,SIM,DOUTOR,0.0,BAIXO,3.0,Cat_4,C
559,460828,MASCULINO,NAO,48,NAO,ENTRETENIMENTO,1.0,BAIXO,1.0,Cat_6,C
560,460830,MASCULINO,SIM,40,NAO,ENTRETENIMENTO,3.0,MEDIO,5.0,Cat_2,B
561,460831,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,C
562,460837,FEMININO,NAO,25,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_5,D
564,460840,MASCULINO,SIM,77,SIM,ADVOGADO,1.0,BAIXO,1.0,Cat_6,D
566,460846,FEMININO,NAO,22,NAO,MARKETING,0.0,BAIXO,4.0,Cat_6,D
567,460847,MASCULINO,NAO,26,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_6,A
568,460851,MASCULINO,SIM,71,NAO,DOUTOR,0.0,MEDIO,3.0,Cat_6,D
570,460857,MASCULINO,NAO,29,NAO,ENTRETENIMENTO,1.0,BAIXO,1.0,Cat_4,D
572,460860,MASCULINO,SIM,52,SIM,ARTISTA,6.0,MEDIO,4.0,Cat_6,C
573,460861,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_3,A
574,460866,MASCULINO,NAO,26,SIM,DOUTOR,0.0,BAIXO,9.0,Cat_4,B
577,460872,FEMININO,SIM,39,SIM,ARTISTA,0.0,BAIXO,2.0,Cat_4,B
578,460877,FEMININO,SIM,53,NAO,ARTISTA,1.0,MEDIO,5.0,Cat_6,B
579,460878,MASCULINO,SIM,49,NAO,ENTRETENIMENTO,0.0,MEDIO,4.0,Cat_6,D
580,460882,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,2.0,Cat_3,D
581,460888,MASCULINO,SIM,39,NAO,DONA_DE_CASA,8.0,BAIXO,1.0,Cat_6,B
582,460891,FEMININO,SIM,38,NAO,ARTISTA,2.0,MEDIO,4.0,Cat_3,B
583,460897,MASCULINO,NAO,22,NAO,ASSISTENCIA_MEDICA,4.0,BAIXO,4.0,Cat_6,B
584,460898,MASCULINO,SIM,52,NAO,ARTISTA,2.0,MEDIO,4.0,Cat_6,D
586,460901,MASCULINO,NAO,20,NAO,DOUTOR,8.0,BAIXO,3.0,Cat_6,A
587,460902,MASCULINO,NAO,41,SIM,EXECUTIVO,1.0,BAIXO,3.0,Cat_6,D
588,460905,MASCULINO,NAO,30,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_3,A
589,460906,FEMININO,SIM,89,SIM,ADVOGADO,1.0,ALTO,3.0,Cat_6,D
590,460907,MASCULINO,SIM,83,NAO,ADVOGADO,1.0,ALTO,3.0,Cat_6,A
591,460923,MASCULINO,SIM,53,SIM,ARTISTA,0.0,MEDIO,3.0,Cat_6,A
592,460924,MASCULINO,NAO,31,NAO,DOUTOR,1.0,BAIXO,5.0,Cat_2,D
593,460928,MASCULINO,SIM,48,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_6,C
594,460934,FEMININO,NAO,29,NAO,DOUTOR,0.0,BAIXO,2.0,Cat_6,A
595,460935,MASCULINO,SIM,87,SIM,ADVOGADO,0.0,BAIXO,1.0,Cat_6,D
596,460945,MASCULINO,NAO,19,NAO,ENGENHEIRO,4.0,BAIXO,7.0,Cat_6,A
597,460953,MASCULINO,SIM,60,NAO,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_6,B
598,460961,MASCULINO,NAO,23,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,2.0,Cat_3,D
599,460962,MASCULINO,SIM,61,SIM,EXECUTIVO,9.0,ALTO,4.0,Cat_6,D
600,460963,FEMININO,NAO,27,SIM,ARTISTA,1.0,BAIXO,3.0,Cat_6,A
601,460968,MASCULINO,SIM,32,NAO,DOUTOR,14.0,MEDIO,2.0,Cat_3,D
603,460976,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,4.0,Cat_6,D
604,460977,MASCULINO,SIM,42,SIM,EXECUTIVO,0.0,ALTO,3.0,Cat_4,C
605,460979,MASCULINO,SIM,76,NAO,ADVOGADO,1.0,BAIXO,1.0,Cat_6,D
606,460981,FEMININO,SIM,41,NAO,MARKETING,1.0,MEDIO,2.0,Cat_6,D
607,460984,MASCULINO,SIM,38,SIM,ENTRETENIMENTO,0.0,MEDIO,4.0,Cat_6,D
608,460988,MASCULINO,SIM,43,SIM,ENTRETENIMENTO,0.0,MEDIO,3.0,Cat_4,B
609,460989,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_1,D
610,460991,FEMININO,NAO,28,SIM,ASSISTENCIA_MEDICA,1.0,BAIXO,3.0,Cat_7,B
611,460993,MASCULINO,SIM,56,SIM,ARTISTA,0.0,MEDIO,4.0,Cat_6,C
612,460999,MASCULINO,NAO,28,SIM,ENGENHEIRO,0.0,BAIXO,3.0,Cat_3,C
613,461000,MASCULINO,SIM,60,NAO,MARKETING,1.0,ALTO,2.0,Cat_3,A
615,461015,MASCULINO,SIM,35,SIM,ENTRETENIMENTO,1.0,MEDIO,2.0,Cat_3,D
616,461016,MASCULINO,NAO,25,NAO,ASSISTENCIA_MEDICA,5.0,BAIXO,5.0,Cat_3,A
617,461022,MASCULINO,SIM,71,SIM,ARTISTA,1.0,BAIXO,1.0,Cat_3,D
619,461024,MASCULINO,SIM,74,SIM,ADVOGADO,1.0,BAIXO,1.0,Cat_6,B
620,461028,FEMININO,NAO,20,NAO,ASSISTENCIA_MEDICA,5.0,BAIXO,4.0,Cat_4,D
621,461029,MASCULINO,SIM,43,NAO,ENTRETENIMENTO,9.0,BAIXO,2.0,Cat_4,B
622,461034,FEMININO,NAO,20,NAO,MARKETING,3.0,BAIXO,6.0,Cat_3,D
624,461038,FEMININO,SIM,46,SIM,ENGENHEIRO,0.0,ALTO,5.0,Cat_3,C
625,461041,FEMININO,SIM,65,NAO,ADVOGADO,1.0,ALTO,7.0,Cat_3,A
627,461043,MASCULINO,SIM,50,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,7.0,Cat_4,B
628,461044,MASCULINO,NAO,18,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,5.0,Cat_4,D
629,461049,FEMININO,SIM,61,SIM,DOUTOR,1.0,BAIXO,7.0,Cat_7,A
632,461059,FEMININO,SIM,52,NAO,ADVOGADO,1.0,ALTO,2.0,Cat_6,B
633,461060,MASCULINO,SIM,56,SIM,EXECUTIVO,0.0,ALTO,5.0,Cat_6,C
635,461071,MASCULINO,SIM,42,NAO,ENGENHEIRO,1.0,MEDIO,5.0,Cat_3,A
636,461078,FEMININO,NAO,33,NAO,DONA_DE_CASA,0.0,BAIXO,6.0,Cat_3,D
637,461082,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,8.0,BAIXO,4.0,Cat_1,A
638,461085,FEMININO,NAO,27,NAO,ENGENHEIRO,1.0,BAIXO,1.0,Cat_3,D
639,461093,FEMININO,SIM,38,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_3,C
640,461099,FEMININO,NAO,38,NAO,ARTISTA,1.0,BAIXO,4.0,Cat_3,D
641,461111,FEMININO,SIM,43,SIM,DOUTOR,8.0,BAIXO,1.0,Cat_6,B
642,461114,MASCULINO,SIM,53,SIM,ARTISTA,1.0,MEDIO,4.0,Cat_3,A
643,461116,MASCULINO,SIM,33,NAO,EXECUTIVO,4.0,ALTO,4.0,Cat_3,B
645,461119,FEMININO,NAO,22,NAO,ASSISTENCIA_MEDICA,6.0,BAIXO,3.0,Cat_3,C
646,461121,MASCULINO,NAO,33,NAO,DOUTOR,0.0,BAIXO,4.0,Cat_3,B
647,461124,MASCULINO,NAO,21,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,8.0,Cat_4,D
648,461127,MASCULINO,NAO,20,NAO,ASSISTENCIA_MEDICA,1.0,BAIXO,5.0,Cat_4,D
649,461128,MASCULINO,NAO,19,NAO,ASSISTENCIA_MEDICA,7.0,BAIXO,3.0,Cat_6,C
650,461129,FEMININO,SIM,58,SIM,ENTRETENIMENTO,1.0,MEDIO,4.0,Cat_6,C
652,461145,FEMININO,SIM,36,SIM,ENTRETENIMENTO,1.0,BAIXO,2.0,Cat_3,A
654,461154,MASCULINO,NAO,23,NAO,DONA_DE_CASA,1.0,BAIXO,4.0,Cat_3,A
656,461162,FEMININO,NAO,37,NAO,MARKETING,8.0,BAIXO,3.0,Cat_3,A
657,461163,FEMININO,SIM,58,NAO,ENTRETENIMENTO,9.0,BAIXO,4.0,Cat_3,C
658,461168,FEMININO,SIM,26,NAO,ENGENHEIRO,7.0,MEDIO,2.0,Cat_3,B
659,461169,MASCULINO,NAO,39,SIM,ENTRETENIMENTO,9.0,BAIXO,2.0,Cat_3,B
661,461177,MASCULINO,SIM,41,NAO,EXECUTIVO,8.0,MEDIO,4.0,Cat_1,A
662,461178,MASCULINO,SIM,26,NAO,ENTRETENIMENTO,0.0,BAIXO,3.0,Cat_3,D
663,461179,FEMININO,SIM,25,NAO,ENGENHEIRO,3.0,BAIXO,3.0,Cat_3,D
665,461183,MASCULINO,NAO,36,NAO,EXECUTIVO,0.0,BAIXO,5.0,Cat_3,A
666,461187,MASCULINO,NAO,29,NAO,ASSISTENCIA_MEDICA,9.0,BAIXO,4.0,Cat_3,A
667,461197,MASCULINO,NAO,26,NAO,MARKETING,1.0,BAIXO,1.0,Cat_3,A
671,461211,FEMININO,NAO,46,SIM,ENTRETENIMENTO,0.0,BAIXO,1.0,Cat_6,C
672,461214,MASCULINO,NAO,29,NAO,ASSISTENCIA_MEDICA,0.0,BAIXO,4.0,Cat_6,D
673,461215,FEMININO,NAO,36,SIM,ARTISTA,10.0,BAIXO,1.0,Cat_6,B
674,461218,MASCULINO,SIM,27,NAO,EXECUTIVO,1.0,BAIXO,6.0,Cat_6,D
675,461220,FEMININO,NAO,29,NAO,EXECUTIVO,8.0,BAIXO,3.0,Cat_6,C
676,461221,FEMININO,NAO,25,NAO,MARKETING,1.0,BAIXO,4.0,Cat_6,B
677,461225,FEMININO,NAO,30,NAO,MARKETING,10.0,BAIXO,6.0,Cat_6,A
682,461236,FEMININO,NAO,28,SIM,ASSISTENCIA_MEDICA,9.0,BAIXO,1.0,Cat_6,A
683,461237,MASCULINO,NAO,33,SIM,DOUTOR,1.0,BAIXO,5.0,Cat_2,A
684,461241,MASCULINO,SIM,31,SIM,ASSISTENCIA_MEDICA,7.0,BAIXO,2.0,Cat_6,A
